ID,IC50_nM
TEST_000,139.15537948446703
TEST_001,116.52881587641733
TEST_002,10.285687686935315
TEST_003,56.01873962501419
TEST_004,70.31262847495506
TEST_005,8.95639694892239
TEST_006,15.379185429615937
TEST_007,80.97171416105584
TEST_008,24.747613990014486
TEST_009,32.613694594087754
TEST_010,38.450323670948016
TEST_011,12.846948998311916
TEST_012,117.61607075498506
TEST_013,594.429015197694
TEST_014,26.059535279979585
TEST_015,132.66814802496623
TEST_016,34.390091658698964
TEST_017,11.039091505782045
TEST_018,13.542536039233049
TEST_019,16.249250480476498
TEST_020,12.400332583683662
TEST_021,23.023605401085202
TEST_022,23.067471887200856
TEST_023,10.023821708002536
TEST_024,10.598229831815464
TEST_025,48.517677121925736
TEST_026,8.680271982852368
TEST_027,91.1241170703451
TEST_028,18.669527785429132
TEST_029,15.15909704900239
TEST_030,9.151522110678581
TEST_031,18.81048528918693
TEST_032,17.65360208656167
TEST_033,10.860087723675425
TEST_034,21.399321324559303
TEST_035,16.890143264563832
TEST_036,14.935966585077962
TEST_037,31.412319059861908
TEST_038,15.67593064397262
TEST_039,72.29917361983938
TEST_040,10.99596460787868
TEST_041,17.015054062536787
TEST_042,22.857742362989303
TEST_043,12.400332583683662
TEST_044,23.49452486785372
TEST_045,5.6264353540955945
TEST_046,27.087878950059768
TEST_047,50.1620180363357
TEST_048,34.45151568520268
TEST_049,17.11328304161774
TEST_050,26.693160636242737
TEST_051,10.600670445392984
TEST_052,41.619801061860095
TEST_053,9.318228015004111
TEST_054,21.60064237355014
TEST_055,17.637350003670385
TEST_056,47.24980276801973
TEST_057,31.664064874859964
TEST_058,20.4366413688428
TEST_059,21.191742423878157
TEST_060,34.04865806080535
TEST_061,9.3784989328926
TEST_062,17.81284682370999
TEST_063,75.90435019036845
TEST_064,27.118562620590723
TEST_065,20.067810900181737
TEST_066,23.198861208962395
TEST_067,30.859579218108852
TEST_068,14.090400364806229
TEST_069,78.17477981000063
TEST_070,11.267649611589519
TEST_071,36.39569358059697
TEST_072,10.034598491478352
TEST_073,25.36685735002643
TEST_074,22.894614398133402
TEST_075,14.887896239337367
TEST_076,56.09618585953262
TEST_077,18.51398894205257
TEST_078,11.540731399927942
TEST_079,23.664645333525506
TEST_080,15.241697336582204
TEST_081,12.150663676334156
TEST_082,92.48401312489563
TEST_083,8.65167107930876
TEST_084,125.21797225633125
TEST_085,26.824604861584376
TEST_086,14.389090143658608
TEST_087,22.604765184683263
TEST_088,29.207877602071463
TEST_089,18.020492939612627
TEST_090,61.23503917247709
TEST_091,31.043213135183134
TEST_092,19.05606973090737
TEST_093,23.47109403077334
TEST_094,13.849156830679979
TEST_095,36.04402924023003
TEST_096,27.118562620590723
TEST_097,24.827519595321924
TEST_098,31.922728184621814
TEST_099,16.23304527765449
TEST_100,10.643880744214304
TEST_101,71.90073556028156
TEST_102,32.91925514585589
TEST_103,14.964653543851217
TEST_104,27.351007797563835
TEST_105,38.46803477718907
TEST_106,26.133645761890257
TEST_107,8.432053110304908
TEST_108,28.211964801857963
TEST_109,35.17223773787032
TEST_110,12.400332583683662
TEST_111,17.5119026114046
TEST_112,68.0664864755678
