ID,IC50_nM
TEST_000,138.27436307047105
TEST_001,43.78580446890491
TEST_002,18.859637170001303
TEST_003,22.506087344336045
TEST_004,30.07460970731929
TEST_005,9.18544074724684
TEST_006,30.38318747098208
TEST_007,31.03844819159521
TEST_008,61.7494840712396
TEST_009,198.3809656836495
TEST_010,180.48869298824727
TEST_011,18.318925649537395
TEST_012,27.22701308077882
TEST_013,143.21878992735455
TEST_014,44.63066247470546
TEST_015,51.31370029870478
TEST_016,41.03300596343591
TEST_017,62.28737089440218
TEST_018,17.866246981029015
TEST_019,55.18656123821617
TEST_020,18.392185281496552
TEST_021,42.657951880158734
TEST_022,95.50658872241907
TEST_023,9.849178309808195
TEST_024,16.694240536055602
TEST_025,22.972063071583545
TEST_026,12.004203062903555
TEST_027,43.36439915782744
TEST_028,16.807379257087376
TEST_029,23.069242449044317
TEST_030,11.384134023961288
TEST_031,16.20317042739997
TEST_032,26.332979436755068
TEST_033,101.53131241457501
TEST_034,74.59333079257075
TEST_035,17.79098526565138
TEST_036,40.844476426221554
TEST_037,100.1286436761057
TEST_038,18.068967358217453
TEST_039,35.87566830392596
TEST_040,17.858021164445383
TEST_041,29.68246743463237
TEST_042,16.01523565103424
TEST_043,18.392185281496552
TEST_044,45.39764592939696
TEST_045,8.994975815300291
TEST_046,50.675728417728095
TEST_047,56.38972803349482
TEST_048,67.55124121375032
TEST_049,16.64178856616576
TEST_050,27.008471083246384
TEST_051,21.790473461771196
TEST_052,55.808455040541034
TEST_053,11.43229265272414
TEST_054,28.21846159475985
TEST_055,17.458221529205
TEST_056,51.290074906795056
TEST_057,43.75556875095793
TEST_058,30.338911841942473
TEST_059,44.96590445422335
TEST_060,61.11530732501155
TEST_061,24.798952304873353
TEST_062,17.482357622374508
TEST_063,47.2207992222811
TEST_064,60.44819445682973
TEST_065,16.20317042739997
TEST_066,49.035243168661765
TEST_067,40.79434834160923
TEST_068,22.165796070865504
TEST_069,45.43947796791551
TEST_070,18.32455063097577
TEST_071,69.20434034842785
TEST_072,9.594006315159355
TEST_073,39.25545359701088
TEST_074,18.940873344153427
TEST_075,57.33568427768669
TEST_076,21.713675005344204
TEST_077,14.648730866134404
TEST_078,17.72692198217595
TEST_079,38.612981178280315
TEST_080,23.911124459496687
TEST_081,32.29237595548694
TEST_082,48.54002548344846
TEST_083,9.488553267278009
TEST_084,62.03450673951164
TEST_085,54.379265005646474
TEST_086,18.468572700808842
TEST_087,45.37674435397737
TEST_088,37.893669821686885
TEST_089,43.93729674718402
TEST_090,49.20773025607882
TEST_091,68.92604088785623
TEST_092,22.100393173491817
TEST_093,51.95571589663834
TEST_094,19.71892945639396
TEST_095,67.1093965021571
TEST_096,60.44819445682973
TEST_097,55.79988878359935
TEST_098,39.39429505253792
TEST_099,41.83116886514922
TEST_100,11.135250719902787
TEST_101,31.679257936114915
TEST_102,60.316111216743685
TEST_103,40.98736507126037
TEST_104,48.81743987005287
TEST_105,52.402257876208985
TEST_106,59.17773426525494
TEST_107,52.929769168747065
TEST_108,42.85485203974392
TEST_109,59.910093861135245
TEST_110,18.392185281496552
TEST_111,35.481338923357455
TEST_112,31.822429523300436
